"main_theme","question","questions_paraphrase","answer","answer_summary","intent","answers_merged","questions_merged"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Кто локальным нормативным актом устанавливает тип, технические решения станционной радиосвязи и порядок пользования ею?","['Какой орган локальным нормативным актом определяет тип, технические спецификации станционной радиосвязи и правила ее использования?', 'Какая инстанция локальным нормативным документом устанавливает тип, технологические решения станционной радиосвязи и процедуру ее использования?', 'Какой структурой локальным нормативным актом определяются тип, технические приемы станционной радиосвязи и процедура ее использования?', 'Какое лицо или орган локальным нормативным актом регулирует тип, технические аспекты станционной радиосвязи и методику ее использования?']","Владелец инфраструктуры (владелец железнодорожных путей необщего пользования) устанавливает локальным нормативным актом тип, технические решения по организации станционной радиосвязи, порядок пользования и ведения переговоров по ней.","Владелец инфраструктуры.","104","['Владелец инфраструктуры (владелец железнодорожных путей необщего пользования) устанавливает локальным нормативным актом тип, технические решения по организации станционной радиосвязи, порядок пользования и ведения переговоров по ней.', 'Владелец инфраструктуры.']","['Кто локальным нормативным актом устанавливает тип, технические решения станционной радиосвязи и порядок пользования ею?', 'Какой орган локальным нормативным актом определяет тип, технические спецификации станционной радиосвязи и правила ее использования?', 'Какая инстанция локальным нормативным документом устанавливает тип, технологические решения станционной радиосвязи и процедуру ее использования?', 'Какой структурой локальным нормативным актом определяются тип, технические приемы станционной радиосвязи и процедура ее использования?', 'Какое лицо или орган локальным нормативным актом регулирует тип, технические аспекты станционной радиосвязи и методику ее использования?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Каким образом должны быть интегрированы радиостанции маневровых районов станции, локомотивные радиостанции и носимые радиостанции работников?","['Как следует организовать коммуникацию между радиостанциями в маневровых зонах станции, локомотивными радиосистемами и радиостанциями работников?', 'Каким образом можно связать радиостанции маневренных районов станции, радиостанции на локомотивах и индивидуальные радиостанции сотрудников вместе?', 'Какой подход к объединению радиосистем маневровых районов, радиосвязи для локомотивов и персональных радиостанций сотрудников соответствует нормам?', 'Как можно объединить радиостанции маневровых районов, радиостанции на локомотивах и личные радиостанции сотрудников в общую систему?']","Радиостанции каждого маневрового района железнодорожной станции, локомотивные радиостанции обслуживающих его локомотивов и носимые радиостанции работников, занятых маневровыми передвижениями в этих районах, должны быть включены в отдельную выделенную радиогруппу, организованную по техническим решениям, определяемым владельцем инфраструктуры (владельцем железнодорожных путей необщего пользования).","Они должны быть включены в отдельную выделенную радиогруппу.","104","['Радиостанции каждого маневрового района железнодорожной станции, локомотивные радиостанции обслуживающих его локомотивов и носимые радиостанции работников, занятых маневровыми передвижениями в этих районах, должны быть включены в отдельную выделенную радиогруппу, организованную по техническим решениям, определяемым владельцем инфраструктуры (владельцем железнодорожных путей необщего пользования).', 'Они должны быть включены в отдельную выделенную радиогруппу.']","['Каким образом должны быть интегрированы радиостанции маневровых районов станции, локомотивные радиостанции и носимые радиостанции работников?', 'Как следует организовать коммуникацию между радиостанциями в маневровых зонах станции, локомотивными радиосистемами и радиостанциями работников?', 'Каким образом можно связать радиостанции маневренных районов станции, радиостанции на локомотивах и индивидуальные радиостанции сотрудников вместе?', 'Какой подход к объединению радиосистем маневровых районов, радиосвязи для локомотивов и персональных радиостанций сотрудников соответствует нормам?', 'Как можно объединить радиостанции маневровых районов, радиостанции на локомотивах и личные радиостанции сотрудников в общую систему?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Кто определяет технические решения для организации радиогруппы станции?","['Кто отвечает за принятие технических решений для настройки радигруппы железнодорожной станции?', 'Кто уполномочен выбирать технические решения для формирования радиогруппы станции?', 'Кто является инициатором технических решений для создания радиогруппы станции?', 'Кто принимает решения по техническим вопросам для организации радиосети на станции и создание радиогруппы?']","Радиостанции каждого маневрового района железнодорожной станции, локомотивные радиостанции обслуживающих его локомотивов и носимые радиостанции работников, занятых маневровыми передвижениями в этих районах, должны быть включены в отдельную выделенную радиогруппу, организованную по техническим решениям, определяемым владельцем инфраструктуры (владельцем железнодорожных путей необщего пользования).","Владелец инфраструктуры.","104","['Радиостанции каждого маневрового района железнодорожной станции, локомотивные радиостанции обслуживающих его локомотивов и носимые радиостанции работников, занятых маневровыми передвижениями в этих районах, должны быть включены в отдельную выделенную радиогруппу, организованную по техническим решениям, определяемым владельцем инфраструктуры (владельцем железнодорожных путей необщего пользования).', 'Владелец инфраструктуры.']","['Кто определяет технические решения для организации радиогруппы станции?', 'Кто отвечает за принятие технических решений для настройки радигруппы железнодорожной станции?', 'Кто уполномочен выбирать технические решения для формирования радиогруппы станции?', 'Кто является инициатором технических решений для создания радиогруппы станции?', 'Кто принимает решения по техническим вопросам для организации радиосети на станции и создание радиогруппы?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Что не допускается делать с радиостанциями работников разных маневровых районов по отношению к радиогруппе станционной радиосвязи?","['Что запрещено делать с радиостанциями работников различных маневровых зон в отношении радиосистемы станционной радиосвязи?', 'Какие действия не позволено совершать с радиостанциями сотрудников разных маневровых участков по отношению к системе радиосвязи станции?', 'Какие действия не разрешается выполнять с радиоустройствами работников разных маневренных зон относительно радиогруппы станционной радиосвязи?', 'Чего нельзя делать с радиостанциями рабочих из разных маневренных областей в рамках радиогруппы станционного радиообщения?']","В пределах одной железнодорожной станции либо на разных железнодорожных станциях, находящихся в пределах взаимной радиодоступности, не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.","Не допускается включение их в одну радиогруппу.","104","['В пределах одной железнодорожной станции либо на разных железнодорожных станциях, находящихся в пределах взаимной радиодоступности, не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.', 'Не допускается включение их в одну радиогруппу.']","['Что не допускается делать с радиостанциями работников разных маневровых районов по отношению к радиогруппе станционной радиосвязи?', 'Что запрещено делать с радиостанциями работников различных маневровых зон в отношении радиосистемы станционной радиосвязи?', 'Какие действия не позволено совершать с радиостанциями сотрудников разных маневровых участков по отношению к системе радиосвязи станции?', 'Какие действия не разрешается выполнять с радиоустройствами работников разных маневренных зон относительно радиогруппы станционной радиосвязи?', 'Чего нельзя делать с радиостанциями рабочих из разных маневренных областей в рамках радиогруппы станционного радиообщения?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Какие радиостанции не допускается включать в одну радиогруппу станционной радиосвязи?","['Какие радиостанции запрещено объединять в одну радиогруппу на станции?', 'Какие радиостанции не могут быть совмещены в рамках одной радиогруппы станционной коммуникации?', 'Объясните, какие радиоустройства не могут быть включены в одну и ту же радиогруппу для обеспечения связи на станции.', 'Уточните, какие радиостанции не разрешается объединять в рамках одной радиогруппы на станции.']","В пределах одной железнодорожной станции либо на разных железнодорожных станциях, находящихся в пределах взаимной радиодоступности, не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.","Не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.","104","['В пределах одной железнодорожной станции либо на разных железнодорожных станциях, находящихся в пределах взаимной радиодоступности, не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.', 'Не допускается включение в одну радиогруппу станционной радиосвязи радиостанций работников разных маневровых районов.']","['Какие радиостанции не допускается включать в одну радиогруппу станционной радиосвязи?', 'Какие радиостанции запрещено объединять в одну радиогруппу на станции?', 'Какие радиостанции не могут быть совмещены в рамках одной радиогруппы станционной коммуникации?', 'Объясните, какие радиоустройства не могут быть включены в одну и ту же радиогруппу для обеспечения связи на станции.', 'Уточните, какие радиостанции не разрешается объединять в рамках одной радиогруппы на станции.']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как устанавливается порядок использования устройств двухсторонней парковой связи, применяемых для передачи указаний?","['Как определяется порядок использования двусторонних устройств парковой связи для передачи команд?', 'Укажите правовой акт, который устанавливает процедуру использования устройств двусторонней парковой связи для передачи указаний.', 'Каким правовым документом определяется порядок применения двусторонних устройств парковой связи для передачи команд?', 'Каким документом регламентируется порядок использования устройств двусторонней парковой связи для передачи указаний?']","Устройства двухсторонней парковой связи, применяемые для передачи указаний о поездной и маневровой работе, обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава, используются с применением радиосредств или средств громкоговорящего исполнения в порядке, установленном локальным нормативным актом владельца инфраструктуры (владельца железнодорожных путей необщего пользования).","Локальным нормативным актом владельца инфраструктуры.","104","['Устройства двухсторонней парковой связи, применяемые для передачи указаний о поездной и маневровой работе, обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава, используются с применением радиосредств или средств громкоговорящего исполнения в порядке, установленном локальным нормативным актом владельца инфраструктуры (владельца железнодорожных путей необщего пользования).', 'Локальным нормативным актом владельца инфраструктуры.']","['Как устанавливается порядок использования устройств двухсторонней парковой связи, применяемых для передачи указаний?', 'Как определяется порядок использования двусторонних устройств парковой связи для передачи команд?', 'Укажите правовой акт, который устанавливает процедуру использования устройств двусторонней парковой связи для передачи указаний.', 'Каким правовым документом определяется порядок применения двусторонних устройств парковой связи для передачи команд?', 'Каким документом регламентируется порядок использования устройств двусторонней парковой связи для передачи указаний?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","С применением чего используются устройства двухсторонней парковой связи, применяемые для передачи указаний?","['Как используются устройства двусторонней парковой связи для передачи указаний о поездной и маневровой работе, а также обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава?', 'На основе каких принципов могут работать устройства двухсторонней парковой связи, применяемые для передачи указаний?', 'На каких базовых принципах функционируют устройства двусторонней парковой связи при передаче команд?', 'Каковы основные принципы работы двусторонних устройств парковой связи в процессе передачи инструкций?']","Устройства двухсторонней парковой связи, применяемые для передачи указаний о поездной и маневровой работе, обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава, используются с применением радиосредств или средств громкоговорящего исполнения в порядке, установленном локальным нормативным актом владельца инфраструктуры (владельца железнодорожных путей необщего пользования).","Они используются с применением радиосредств или средств громкоговорящего исполнения.","104","['Устройства двухсторонней парковой связи, применяемые для передачи указаний о поездной и маневровой работе, обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава, используются с применением радиосредств или средств громкоговорящего исполнения в порядке, установленном локальным нормативным актом владельца инфраструктуры (владельца железнодорожных путей необщего пользования).', 'Они используются с применением радиосредств или средств громкоговорящего исполнения.']","['С применением чего используются устройства двухсторонней парковой связи, применяемые для передачи указаний?', 'Как используются устройства двусторонней парковой связи для передачи указаний о поездной и маневровой работе, а также обслуживании и ремонте объектов инфраструктуры и железнодорожного подвижного состава?', 'На основе каких принципов могут работать устройства двухсторонней парковой связи, применяемые для передачи указаний?', 'На каких базовых принципах функционируют устройства двусторонней парковой связи при передаче команд?', 'Каковы основные принципы работы двусторонних устройств парковой связи в процессе передачи инструкций?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","В каком состоянии должны постоянно находиться устройства двусторонней парковой связи?","['Должны ли устройства двусторонней парковой связи быть всегда включенными?', 'Всегда ли устройства двусторонней парковой связи должны быть готовы к передаче команд?', 'Требуется ли чтобы устройства двусторонней парковой связи были постоянно включены?', 'Как обеспечить постоянное функционирование устройств двусторонней парковой связи?']","Устройства двусторонней парковой связи должны быть постоянно включены.","Они должны быть включены.","104","['Устройства двусторонней парковой связи должны быть постоянно включены.', 'Они должны быть включены.']","['В каком состоянии должны постоянно находиться устройства двусторонней парковой связи?', 'Должны ли устройства двусторонней парковой связи быть всегда включенными?', 'Всегда ли устройства двусторонней парковой связи должны быть готовы к передаче команд?', 'Требуется ли чтобы устройства двусторонней парковой связи были постоянно включены?', 'Как обеспечить постоянное функционирование устройств двусторонней парковой связи?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","В каких пределах двусторонняя парковая связь обеспечивает устойчивую двустороннюю связь между пользователями?","['Каковы границы зоны действия двусторонней парковой связи, обеспечивающие надежную связь между участниками коммуникации?', 'Какова дальность устойчивой двусторонней связи между пользователями с помощью устройств двусторонней парковой связи?', 'В пределах какого расстояния двусторонняя парковая связь обеспечивает устойчивое соединение между ее пользователями?', 'При каких условиях обеспечивается надежная двусторонняя связь между пользователями посредством устройств двусторонней парковойсвязи?']","В пределах железнодорожной станции (раздельного пункта), парка железнодорожной станции или зоны производства работ, в зависимости от технологии работы, устройствами двусторонней парковой связи обеспечивается устойчивая двусторонняя связь между пользователями.","В пределах железнодорожной станции (раздельного пункта), парка железнодорожной станции или зоны производства работ.","104","['В пределах железнодорожной станции (раздельного пункта), парка железнодорожной станции или зоны производства работ, в зависимости от технологии работы, устройствами двусторонней парковой связи обеспечивается устойчивая двусторонняя связь между пользователями.', 'В пределах железнодорожной станции (раздельного пункта), парка железнодорожной станции или зоны производства работ.']","['В каких пределах двусторонняя парковая связь обеспечивает устойчивую двустороннюю связь между пользователями?', 'Каковы границы зоны действия двусторонней парковой связи, обеспечивающие надежную связь между участниками коммуникации?', 'Какова дальность устойчивой двусторонней связи между пользователями с помощью устройств двусторонней парковой связи?', 'В пределах какого расстояния двусторонняя парковая связь обеспечивает устойчивое соединение между ее пользователями?', 'При каких условиях обеспечивается надежная двусторонняя связь между пользователями посредством устройств двусторонней парковойсвязи?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Какова особенность громкоговорящих устройств, применяемых для парковой связи, оповещения на путях и информирования пассажиров в зонах их размещения?","['Какими свойствами обладают устройства громкоговорящей связи, используемые в системах парковой связи и оповещения на путях для передачи информации работникам железнодорожного транспорта и пассажирам?', 'В чем особенность устройств, используемых в системах информирования пассажиров или парковой связи в контексте шумового воздействия?', 'Какова специфика устройств громкоговорящей связи, применяемых для парковой связи, оповещения на путях и информирования пассажиров в местах их размещения?', 'Какие ключевые особенности имеют устройства громкоговорящей связи, используемые в системах парковой связи и для оповещения на путях и в местах присутствия пассажирова?']","В системах двусторонней парковой связи, системах оповещения, работающих на железнодорожных путях, системах информирования пассажиров применяются устройства громкоговорящей связи направленного действия для обеспечения восприятия команд и информационных сообщений работниками железнодорожного транспорта и пассажирами соответственно, и для уменьшения шумового воздействия за пределами полосы отвода железных дорог инфраструктуры и железнодорожных путей необщего пользования.","В системах парковой связи, оповещения на железных дорогах и информирования пассажиров используются устройства громкоговорящей связи направленного действия, чтобы передавать команды и информацию работникам транспорта, пассажирам и снижать уровень шума вне железнодорожных территорий.","104","['В системах двусторонней парковой связи, системах оповещения, работающих на железнодорожных путях, системах информирования пассажиров применяются устройства громкоговорящей связи направленного действия для обеспечения восприятия команд и информационных сообщений работниками железнодорожного транспорта и пассажирами соответственно, и для уменьшения шумового воздействия за пределами полосы отвода железных дорог инфраструктуры и железнодорожных путей необщего пользования.', 'В системах парковой связи, оповещения на железных дорогах и информирования пассажиров используются устройства громкоговорящей связи направленного действия, чтобы передавать команды и информацию работникам транспорта, пассажирам и снижать уровень шума вне железнодорожных территорий.']","['Какова особенность громкоговорящих устройств, применяемых для парковой связи, оповещения на путях и информирования пассажиров в зонах их размещения?', 'Какими свойствами обладают устройства громкоговорящей связи, используемые в системах парковой связи и оповещения на путях для передачи информации работникам железнодорожного транспорта и пассажирам?', 'В чем особенность устройств, используемых в системах информирования пассажиров или парковой связи в контексте шумового воздействия?', 'Какова специфика устройств громкоговорящей связи, применяемых для парковой связи, оповещения на путях и информирования пассажиров в местах их размещения?', 'Какие ключевые особенности имеют устройства громкоговорящей связи, используемые в системах парковой связи и для оповещения на путях и в местах присутствия пассажирова?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","В течение какого периода громкоговорители оповещения о приближении подвижного состава должны быть включены?","['мкоговорящего оповещения о приближении железнодорожного состава должны работать?', 'От и до какого момента громкоговорители, оповещающие о приближении поезда, должны быть включены?', 'На протяжении какого временного промежутка громкоговорители оповещения о приближении подвижного состава необходимо держать включенными?', 'В течение какого времени громкоговорители, информирующие о приближении состава, должны быть активированы?']","Устройства громкоговорящего оповещения, предназначенные для информирования лиц, работающих на железнодорожных путях, о приближении железнодорожного подвижного состава должны включаться на период производства работ на железнодорожных станциях и перегонах и выключаться после их окончания.","Устройства громкоговорящего оповещения на станциях и перегонах для информирования рабочих о приближении железнодорожного транспорта включаются на период проведения работ и выключаются после их окончания.","104","['Устройства громкоговорящего оповещения, предназначенные для информирования лиц, работающих на железнодорожных путях, о приближении железнодорожного подвижного состава должны включаться на период производства работ на железнодорожных станциях и перегонах и выключаться после их окончания.', 'Устройства громкоговорящего оповещения на станциях и перегонах для информирования рабочих о приближении железнодорожного транспорта включаются на период проведения работ и выключаются после их окончания.']","['В течение какого периода громкоговорители оповещения о приближении подвижного состава должны быть включены?', 'мкоговорящего оповещения о приближении железнодорожного состава должны работать?', 'От и до какого момента громкоговорители, оповещающие о приближении поезда, должны быть включены?', 'На протяжении какого временного промежутка громкоговорители оповещения о приближении подвижного состава необходимо держать включенными?', 'В течение какого времени громкоговорители, информирующие о приближении состава, должны быть активированы?']"
"ПРАВИЛА ТЕХНИЧЕСКОЙ ЭКСПЛУАТАЦИИ ЖЕЛЕЗНЫХ ДОРОГ РОССИЙСКОЙ ФЕДЕРАЦИИ","Как осуществляется регулирование использования сотовой связи на железнодорожных станциях в рабочих целях?","['Кто устанавливает правила использования сотовой связи на железнодорожных станциях по рабочим необходимостям?', 'Как определяются правила применения сотовой связи на территории железнодорожных станций для рабочих целей?', 'Каком нормативным актом регламентируется использование мобильных телефонов на железнодорожных станциях в контексте рабочих задач?', 'Какой документ описывает меры обеспечения безопасного и уместного использования сотовой связи на железнодорожных станциях в рабочих целях?']","Владелец инфраструктуры (владелец железнодорожных путей необщего пользования) локальным нормативным актом устанавливает порядок применения подвижной радиотелефонной (сотовой) связи общего пользования для организации переговоров работников железнодорожной станции по вопросам, не связанным с обеспечением управления движением и обеспечением безопасности движения, транспортной безопасности, но связанным с обслуживанием и ремонтом технических средств или оказанием услуг.","Владелец железнодорожной инфраструктуры может локальным нормативным актом установить правила использования сотовой связи для таких переговоров работников, которые связаны с обслуживанием, ремонтом и оказанием услуг, но не влияют на управление движением и безопасность.","104","['Владелец инфраструктуры (владелец железнодорожных путей необщего пользования) локальным нормативным актом устанавливает порядок применения подвижной радиотелефонной (сотовой) связи общего пользования для организации переговоров работников железнодорожной станции по вопросам, не связанным с обеспечением управления движением и обеспечением безопасности движения, транспортной безопасности, но связанным с обслуживанием и ремонтом технических средств или оказанием услуг.', 'Владелец железнодорожной инфраструктуры может локальным нормативным актом установить правила использования сотовой связи для таких переговоров работников, которые связаны с обслуживанием, ремонтом и оказанием услуг, но не влияют на управление движением и безопасность.']","['Как осуществляется регулирование использования сотовой связи на железнодорожных станциях в рабочих целях?', 'Кто устанавливает правила использования сотовой связи на железнодорожных станциях по рабочим необходимостям?', 'Как определяются правила применения сотовой связи на территории железнодорожных станций для рабочих целей?', 'Каком нормативным актом регламентируется использование мобильных телефонов на железнодорожных станциях в контексте рабочих задач?', 'Какой документ описывает меры обеспечения безопасного и уместного использования сотовой связи на железнодорожных станциях в рабочих целях?']"
